goal,gender,age,height_cm,weight_kg,bmi,diet_type,activity_level,equipment,frequency,region,persona
build_muscle,Male,41,163.3,93.4,35.0,jain,sedentary,dumbbells,5,indian,1
lose_weight,Female,34,154.7,57.8,24.2,standard,light,full_gym,6,indian,0
lose_weight,Female,35,164.3,70.7,26.2,vegan,active,dumbbells,6,global,8
improve_stamina,Female,38,154.1,52.0,21.9,vegan,sedentary,full_gym,5,global,0
build_muscle,Male,34,177.2,98.0,31.2,jain,light,full_gym,3,indian,2
build_muscle,Male,30,183.7,65.3,19.4,vegetarian,moderate,no_equipment,3,indian,0
build_muscle,Female,47,171.9,50.5,17.1,eggetarian,light,dumbbells,4,global,1
lose_weight,Male,34,176.9,42.2,13.5,standard,moderate,dumbbells,3,indian,1
build_muscle,Male,61,184.2,76.6,22.6,eggetarian,moderate,dumbbells,4,western,1
build_muscle,Female,27,163.2,46.4,17.4,standard,light,dumbbells,5,indian,1
stay_active,Male,51,163.3,85.2,31.9,vegetarian,moderate,full_gym,6,indian,7
improve_stamina,Male,28,178.9,70.0,21.9,vegetarian,moderate,no_equipment,3,indian,0
lose_weight,Female,22,163.4,67.9,25.4,standard,moderate,full_gym,5,indian,0
build_muscle,Female,28,152.1,78.7,34.0,standard,sedentary,dumbbells,6,indian,1
lose_weight,Male,55,166.8,60.6,21.8,vegetarian,moderate,dumbbells,5,indian,1
build_muscle,Female,24,165.6,70.4,25.7,vegetarian,moderate,no_equipment,5,indian,0
improve_stamina,Male,37,171.7,74.3,25.2,eggetarian,moderate,dumbbells,5,indian,0
lose_weight,Male,58,167.1,61.2,21.9,vegetarian,light,dumbbells,4,western,1
build_muscle,Female,50,162.2,74.1,28.2,standard,light,dumbbells,5,global,1
build_muscle,Female,35,162.0,71.8,27.4,eggetarian,active,full_gym,3,indian,3
stay_active,Female,21,157.1,63.7,25.8,vegetarian,light,dumbbells,5,indian,8
lose_weight,Male,57,182.4,120.0,36.1,eggetarian,light,dumbbells,5,indian,6
improve_stamina,Female,26,163.7,74.9,28.0,eggetarian,moderate,full_gym,4,indian,0
build_muscle,Female,57,148.9,49.5,22.3,vegetarian,sedentary,dumbbells,4,indian,1
improve_stamina,Male,38,169.8,73.4,25.5,vegan,light,no_equipment,3,indian,0
stay_active,Male,57,188.8,77.3,21.7,jain,active,full_gym,4,global,7
improve_stamina,Female,19,169.1,70.4,24.6,standard,moderate,no_equipment,4,indian,0
lose_weight,Female,50,161.9,42.1,16.1,standard,moderate,no_equipment,4,indian,8
build_muscle,Male,35,170.8,73.1,25.1,eggetarian,active,no_equipment,4,western,0
build_muscle,Male,53,178.4,82.2,25.8,vegetarian,active,full_gym,4,indian,0
stay_active,Female,16,162.1,58.8,22.4,eggetarian,moderate,no_equipment,5,indian,8
build_muscle,Male,28,170.1,49.1,17.0,vegetarian,active,no_equipment,3,western,0
lose_weight,Female,57,177.3,62.4,19.9,vegetarian,light,no_equipment,4,western,8
improve_stamina,Female,37,145.0,72.1,34.3,vegetarian,light,no_equipment,4,indian,0
lose_weight,Male,51,182.0,89.7,27.1,standard,very_active,full_gym,3,indian,6
improve_stamina,Male,29,169.5,69.5,24.2,standard,very_active,full_gym,6,indian,4
improve_stamina,Male,33,158.3,63.9,25.5,jain,moderate,no_equipment,5,western,0
lose_weight,Male,59,169.8,61.5,21.3,jain,moderate,dumbbells,3,indian,1
improve_stamina,Male,32,167.4,59.9,21.4,vegetarian,active,no_equipment,4,indian,0
improve_stamina,Male,21,172.2,63.2,21.3,standard,moderate,full_gym,6,indian,0
stay_active,Male,25,185.0,79.8,23.3,vegetarian,active,full_gym,4,indian,0
build_muscle,Female,33,167.5,51.1,18.2,eggetarian,light,dumbbells,3,global,1
improve_stamina,Male,40,169.3,88.4,30.8,eggetarian,light,no_equipment,3,indian,7
build_muscle,Female,62,160.6,49.5,19.2,standard,light,dumbbells,4,western,1
improve_stamina,Female,22,165.0,68.9,25.3,vegetarian,active,full_gym,4,indian,0
lose_weight,Female,43,154.6,60.9,25.5,eggetarian,light,no_equipment,5,western,8
stay_active,Male,28,170.7,71.6,24.6,standard,active,full_gym,5,indian,0
build_muscle,Female,32,167.5,53.2,19.0,eggetarian,sedentary,no_equipment,6,indian,0
lose_weight,Female,34,165.9,48.0,17.4,vegetarian,moderate,full_gym,4,indian,0
build_muscle,Female,20,155.0,58.3,24.3,eggetarian,active,no_equipment,3,western,0
build_muscle,Female,17,162.8,72.5,27.4,eggetarian,active,full_gym,4,indian,3
lose_weight,Female,28,150.5,62.4,27.5,standard,active,full_gym,4,indian,6
stay_active,Male,57,185.5,76.9,22.3,standard,moderate,full_gym,3,western,7
lose_weight,Other,28,160.6,74.1,28.7,standard,active,full_gym,4,indian,6
stay_active,Male,45,177.4,75.3,23.9,jain,active,dumbbells,4,global,7
build_muscle,Female,31,159.3,52.8,20.8,standard,light,dumbbells,3,western,1
build_muscle,Male,36,170.5,59.8,20.6,jain,active,no_equipment,4,indian,0
stay_active,Other,61,184.0,71.8,21.2,vegan,moderate,full_gym,4,indian,7
build_muscle,Female,41,154.8,66.5,27.8,standard,moderate,dumbbells,6,indian,1
build_muscle,Female,29,163.7,70.4,26.3,standard,moderate,dumbbells,4,global,1
build_muscle,Female,62,157.3,66.4,26.8,standard,sedentary,no_equipment,3,western,0
improve_stamina,Male,28,179.1,79.1,24.7,vegetarian,moderate,dumbbells,3,indian,0
build_muscle,Male,64,178.8,60.0,18.8,vegetarian,sedentary,dumbbells,3,indian,1
build_muscle,Male,48,187.4,79.0,22.5,standard,sedentary,dumbbells,4,indian,1
build_muscle,Female,51,156.7,62.7,25.5,standard,moderate,dumbbells,3,global,1
improve_stamina,Female,29,161.3,52.6,20.2,vegetarian,very_active,no_equipment,4,western,0
stay_active,Female,20,173.7,72.8,24.1,vegan,active,full_gym,3,indian,0
lose_weight,Female,61,161.5,49.0,18.8,standard,moderate,dumbbells,3,western,8
build_muscle,Female,62,163.5,44.6,16.7,standard,moderate,full_gym,3,global,2
stay_active,Female,45,156.9,73.3,29.8,standard,active,no_equipment,3,indian,7
build_muscle,Male,31,183.3,71.7,21.3,standard,light,dumbbells,4,western,1
build_muscle,Male,25,161.9,53.7,20.5,jain,light,dumbbells,4,indian,1
lose_weight,Female,35,170.4,55.5,19.1,eggetarian,moderate,dumbbells,5,western,8
lose_weight,Female,45,171.9,40.0,13.5,standard,active,no_equipment,3,western,8
stay_active,Male,27,188.1,93.6,26.5,vegetarian,moderate,full_gym,4,indian,0
build_muscle,Female,31,158.5,58.9,23.4,jain,moderate,no_equipment,5,indian,0
stay_active,Female,38,167.4,70.0,25.0,standard,moderate,full_gym,4,western,0
build_muscle,Female,21,166.0,68.0,24.7,standard,light,dumbbells,3,indian,1
improve_stamina,Female,39,150.7,61.9,27.3,standard,active,full_gym,5,global,0
lose_weight,Female,25,156.6,46.4,18.9,vegetarian,light,full_gym,4,indian,0
lose_weight,Other,26,176.5,74.9,24.0,vegetarian,light,full_gym,4,indian,0
improve_stamina,Female,26,164.9,62.3,22.9,jain,moderate,full_gym,4,indian,0
lose_weight,Male,63,182.2,83.5,25.2,vegan,active,full_gym,3,indian,0
lose_weight,Male,33,168.1,54.6,19.3,standard,sedentary,full_gym,4,indian,0
lose_weight,Female,39,159.6,57.4,22.5,standard,very_active,no_equipment,6,global,8
build_muscle,Female,17,160.7,48.7,18.9,vegetarian,moderate,full_gym,4,western,2
lose_weight,Female,22,158.5,55.3,22.0,vegetarian,light,dumbbells,6,indian,8
improve_stamina,Female,20,163.1,40.0,15.0,standard,sedentary,dumbbells,3,indian,0
build_muscle,Female,19,177.2,49.8,15.9,standard,very_active,dumbbells,5,indian,1
build_muscle,Male,30,180.5,67.9,20.8,standard,moderate,full_gym,5,indian,2
improve_stamina,Female,28,171.4,40.0,13.6,eggetarian,very_active,no_equipment,6,indian,0
build_muscle,Male,34,193.5,65.4,17.5,eggetarian,light,no_equipment,6,indian,0
lose_weight,Female,42,174.6,58.6,19.2,eggetarian,sedentary,dumbbells,3,indian,8
improve_stamina,Female,60,163.0,76.4,28.8,vegetarian,moderate,dumbbells,4,western,7
improve_stamina,Male,36,178.0,75.8,23.9,vegetarian,moderate,dumbbells,4,global,0
build_muscle,Female,56,160.0,63.3,24.7,vegan,moderate,full_gym,4,western,2
build_muscle,Female,33,162.0,70.5,26.9,standard,light,full_gym,6,indian,2
build_muscle,Male,23,174.9,72.7,23.8,vegetarian,moderate,no_equipment,5,indian,0
improve_stamina,Female,57,165.7,65.4,23.8,eggetarian,moderate,no_equipment,4,western,7
build_muscle,Male,18,175.0,68.6,22.4,standard,sedentary,full_gym,4,indian,2
lose_weight,Female,36,170.7,43.2,14.8,jain,light,no_equipment,5,western,8
lose_weight,Male,21,177.7,80.0,25.3,vegetarian,sedentary,dumbbells,3,indian,1
lose_weight,Male,33,162.1,42.7,16.3,standard,active,dumbbells,5,indian,1
improve_stamina,Male,36,174.7,66.4,21.8,eggetarian,moderate,dumbbells,4,indian,0
build_muscle,Female,55,160.9,76.5,29.5,vegetarian,moderate,dumbbells,3,indian,1
lose_weight,Male,51,175.5,46.9,15.2,standard,very_active,full_gym,3,western,0
build_muscle,Male,64,165.7,61.0,22.2,eggetarian,light,full_gym,3,global,2
improve_stamina,Male,58,150.4,64.7,28.6,eggetarian,moderate,no_equipment,4,indian,7
build_muscle,Female,36,156.6,61.8,25.2,vegetarian,moderate,no_equipment,4,indian,0
build_muscle,Female,47,156.3,62.0,25.4,eggetarian,light,full_gym,5,western,2
lose_weight,Male,27,172.0,82.3,27.8,vegetarian,sedentary,full_gym,4,global,6
build_muscle,Female,21,170.2,51.7,17.8,eggetarian,active,no_equipment,5,indian,0
lose_weight,Male,44,174.9,87.5,28.6,standard,light,dumbbells,3,indian,6
stay_active,Female,28,163.9,53.8,20.0,eggetarian,light,no_equipment,4,indian,8
build_muscle,Male,38,173.3,53.4,17.8,vegetarian,moderate,dumbbells,4,indian,1
build_muscle,Male,17,181.4,78.3,23.8,standard,very_active,no_equipment,3,indian,0
lose_weight,Female,28,148.2,75.8,34.5,standard,active,dumbbells,3,indian,6
lose_weight,Female,50,168.6,40.0,14.1,standard,sedentary,full_gym,4,western,0
improve_stamina,Female,51,155.0,51.5,21.4,vegan,active,no_equipment,4,western,7
lose_weight,Male,36,171.5,71.4,24.3,standard,sedentary,dumbbells,3,indian,1
improve_stamina,Female,33,171.5,50.0,17.0,standard,moderate,dumbbells,4,western,0
improve_stamina,Other,60,160.2,56.1,21.9,vegetarian,light,full_gym,3,indian,7
build_muscle,Female,23,160.2,55.7,21.7,standard,moderate,dumbbells,5,indian,1
lose_weight,Female,26,156.0,78.2,32.1,vegan,light,no_equipment,4,western,6
build_muscle,Male,24,173.9,68.2,22.6,standard,sedentary,dumbbells,5,western,1
improve_stamina,Female,16,160.5,60.5,23.5,standard,moderate,dumbbells,4,western,0
lose_weight,Female,64,155.8,83.1,34.2,eggetarian,moderate,full_gym,4,indian,6
stay_active,Female,23,155.5,52.8,21.8,standard,sedentary,no_equipment,4,indian,8
lose_weight,Male,61,178.3,94.4,29.7,standard,moderate,dumbbells,3,western,6
lose_weight,Male,40,175.2,52.9,17.2,vegetarian,active,full_gym,4,western,0
lose_weight,Female,39,164.1,48.5,18.0,eggetarian,moderate,dumbbells,3,indian,8
build_muscle,Female,16,166.3,57.5,20.8,vegetarian,moderate,dumbbells,3,indian,1
build_muscle,Female,58,159.7,55.3,21.7,jain,light,full_gym,3,global,2
lose_weight,Female,40,169.7,51.6,17.9,standard,light,full_gym,5,indian,0
build_muscle,Female,22,164.1,63.7,23.7,vegetarian,very_active,full_gym,4,indian,3
build_muscle,Female,37,149.9,48.4,21.5,vegetarian,moderate,no_equipment,5,indian,0
lose_weight,Male,30,176.5,78.6,25.2,eggetarian,sedentary,full_gym,3,indian,0
stay_active,Male,29,185.4,74.6,21.7,vegetarian,moderate,no_equipment,3,indian,0
build_muscle,Male,44,162.8,74.5,28.1,standard,moderate,full_gym,4,indian,2
build_muscle,Female,24,160.0,76.8,30.0,eggetarian,active,no_equipment,3,global,0
stay_active,Male,35,180.1,92.1,28.4,vegan,moderate,full_gym,4,indian,0
lose_weight,Male,43,171.0,80.6,27.6,eggetarian,moderate,no_equipment,5,global,6
build_muscle,Female,45,163.4,55.0,20.6,eggetarian,light,no_equipment,4,indian,0
build_muscle,Female,61,165.8,61.7,22.4,vegan,active,full_gym,4,indian,0
stay_active,Female,26,174.1,54.5,18.0,vegetarian,moderate,full_gym,4,indian,0
stay_active,Female,41,163.3,53.8,20.2,vegan,sedentary,full_gym,5,indian,7
lose_weight,Male,32,186.1,79.2,22.9,vegetarian,moderate,full_gym,5,global,0
lose_weight,Female,54,149.9,73.7,32.8,vegetarian,light,dumbbells,5,global,6
build_muscle,Female,32,151.3,51.4,22.5,standard,very_active,dumbbells,3,indian,1
lose_weight,Female,35,162.0,49.7,18.9,standard,light,dumbbells,3,indian,8
lose_weight,Male,23,167.1,72.2,25.9,vegetarian,light,no_equipment,4,global,0
build_muscle,Female,50,165.0,73.3,26.9,standard,moderate,full_gym,4,western,2
build_muscle,Male,32,175.1,40.0,13.0,vegan,active,full_gym,3,global,3
lose_weight,Male,28,166.5,87.2,31.5,standard,active,dumbbells,4,western,6
lose_weight,Female,56,152.5,55.3,23.8,vegetarian,active,no_equipment,4,western,8
build_muscle,Female,44,164.9,64.7,23.8,vegetarian,very_active,dumbbells,3,indian,1
build_muscle,Female,59,155.5,42.2,17.5,standard,active,no_equipment,3,indian,0
lose_weight,Male,21,185.6,56.3,16.3,standard,moderate,dumbbells,5,western,1
improve_stamina,Female,32,162.9,67.4,25.4,jain,sedentary,dumbbells,4,western,0
lose_weight,Female,48,155.1,51.6,21.4,vegetarian,moderate,dumbbells,4,indian,8
stay_active,Male,42,185.6,56.4,16.4,eggetarian,light,dumbbells,5,western,7
stay_active,Female,26,163.6,43.9,16.4,standard,sedentary,full_gym,3,indian,5
lose_weight,Male,28,160.1,88.0,34.3,standard,light,full_gym,3,indian,6
stay_active,Male,25,170.6,100.0,34.4,standard,sedentary,dumbbells,5,indian,5
build_muscle,Male,28,185.6,75.4,21.9,vegetarian,sedentary,dumbbells,3,indian,1
lose_weight,Female,47,168.9,71.3,25.0,standard,sedentary,full_gym,6,indian,0
lose_weight,Male,33,175.3,87.8,28.6,eggetarian,active,no_equipment,6,indian,6
lose_weight,Male,32,177.8,85.8,27.1,eggetarian,sedentary,full_gym,4,indian,6
build_muscle,Male,54,188.6,58.7,16.5,vegan,moderate,no_equipment,4,global,0
lose_weight,Male,25,167.1,78.9,28.3,vegetarian,active,no_equipment,3,indian,6
stay_active,Female,24,163.2,50.5,19.0,vegetarian,light,dumbbells,4,global,8
build_muscle,Female,25,166.9,40.0,14.4,vegetarian,active,full_gym,4,global,3
stay_active,Female,47,164.8,54.5,20.1,eggetarian,sedentary,dumbbells,3,indian,7
lose_weight,Male,22,167.7,68.0,24.2,standard,very_active,dumbbells,4,western,1
lose_weight,Female,43,164.5,59.7,22.1,eggetarian,active,dumbbells,5,indian,8
build_muscle,Male,25,174.3,79.8,26.3,vegan,moderate,no_equipment,5,western,0
lose_weight,Male,61,172.2,50.9,17.2,vegetarian,light,dumbbells,5,indian,1
lose_weight,Female,36,161.3,60.3,23.2,standard,active,full_gym,4,indian,0
stay_active,Male,62,178.5,65.2,20.5,eggetarian,moderate,no_equipment,4,western,7
build_muscle,Male,30,160.5,90.4,35.1,standard,very_active,full_gym,3,western,3
build_muscle,Female,16,170.2,40.2,13.9,vegan,moderate,no_equipment,6,indian,0
lose_weight,Female,22,156.5,40.0,16.3,vegetarian,light,dumbbells,5,indian,8
build_muscle,Female,24,165.8,45.3,16.5,vegetarian,sedentary,full_gym,4,indian,2
build_muscle,Male,50,166.4,74.3,26.8,standard,moderate,full_gym,4,indian,2
build_muscle,Female,37,149.7,62.9,28.1,vegetarian,light,full_gym,5,western,2
stay_active,Female,32,157.0,47.7,19.4,vegetarian,active,no_equipment,4,indian,8
stay_active,Female,56,153.7,74.2,31.4,vegetarian,moderate,full_gym,4,indian,7
improve_stamina,Male,31,159.1,103.4,40.8,eggetarian,active,dumbbells,5,indian,0
build_muscle,Male,29,172.3,64.6,21.8,eggetarian,light,full_gym,3,indian,2
stay_active,Female,41,147.1,52.3,24.2,vegetarian,light,full_gym,3,western,7
lose_weight,Female,62,177.9,57.7,18.2,vegetarian,moderate,dumbbells,5,indian,8
build_muscle,Female,53,145.0,81.2,38.6,eggetarian,sedentary,dumbbells,5,global,1
lose_weight,Female,40,159.0,48.3,19.1,eggetarian,active,full_gym,5,indian,0
lose_weight,Male,29,177.3,62.6,19.9,vegan,moderate,dumbbells,3,indian,1
stay_active,Male,42,168.5,80.1,28.2,vegetarian,active,no_equipment,3,indian,7
lose_weight,Male,48,176.2,74.2,23.9,standard,moderate,no_equipment,4,indian,0
stay_active,Male,40,182.8,51.8,15.5,standard,very_active,dumbbells,6,indian,7
build_muscle,Female,31,164.7,73.0,26.9,eggetarian,light,no_equipment,4,indian,0
improve_stamina,Male,33,172.3,68.0,22.9,vegan,very_active,dumbbells,5,western,0
stay_active,Male,35,171.3,104.3,35.5,eggetarian,active,full_gym,4,indian,0
lose_weight,Female,33,161.3,40.0,15.4,vegetarian,light,no_equipment,6,western,8
build_muscle,Female,39,164.4,65.0,24.0,eggetarian,light,full_gym,4,indian,2
lose_weight,Male,35,183.3,69.9,20.8,vegetarian,very_active,full_gym,5,western,0
lose_weight,Male,43,167.8,75.1,26.7,standard,active,no_equipment,4,indian,0
build_muscle,Female,43,162.2,79.8,30.3,standard,active,dumbbells,3,western,1
lose_weight,Male,53,183.7,57.5,17.0,standard,light,full_gym,6,indian,0
build_muscle,Female,42,162.5,53.4,20.2,standard,light,full_gym,6,western,2
stay_active,Other,49,168.2,46.8,16.5,eggetarian,moderate,full_gym,4,global,7
build_muscle,Male,27,172.4,82.4,27.7,standard,moderate,full_gym,3,global,2
lose_weight,Male,30,178.1,62.7,19.8,vegetarian,light,no_equipment,5,indian,0
lose_weight,Male,27,188.1,85.5,24.2,standard,moderate,dumbbells,5,western,1
build_muscle,Female,29,166.8,63.3,22.8,jain,active,dumbbells,4,western,1
build_muscle,Male,47,178.0,78.7,24.8,standard,sedentary,full_gym,5,western,2
build_muscle,Male,59,173.8,75.1,24.9,vegan,active,full_gym,3,indian,0
build_muscle,Female,56,170.0,58.5,20.2,vegetarian,light,full_gym,6,indian,2
lose_weight,Male,50,177.5,73.6,23.4,standard,moderate,no_equipment,3,indian,0
build_muscle,Male,20,181.4,70.2,21.3,vegetarian,active,full_gym,5,indian,3
build_muscle,Female,35,165.3,54.0,19.8,eggetarian,sedentary,dumbbells,6,indian,1
build_muscle,Female,61,162.2,69.0,26.2,eggetarian,active,dumbbells,6,western,1
build_muscle,Other,18,166.7,51.6,18.6,jain,light,full_gym,4,indian,2
lose_weight,Male,37,168.0,80.2,28.4,jain,sedentary,dumbbells,3,indian,6
lose_weight,Female,20,157.5,55.3,22.3,vegetarian,moderate,dumbbells,5,western,8
build_muscle,Male,44,171.1,45.5,15.5,vegetarian,light,full_gym,4,indian,2
improve_stamina,Male,33,172.9,40.8,13.6,vegetarian,sedentary,dumbbells,5,western,0
improve_stamina,Female,26,178.1,43.3,13.7,vegetarian,moderate,dumbbells,4,western,0
build_muscle,Male,64,168.0,71.0,25.2,standard,light,dumbbells,5,indian,1
build_muscle,Male,38,180.0,69.8,21.5,vegan,light,full_gym,5,global,2
build_muscle,Male,32,168.9,76.0,26.6,eggetarian,moderate,full_gym,3,western,2
lose_weight,Female,34,163.2,65.1,24.4,eggetarian,moderate,full_gym,4,global,0
build_muscle,Female,22,153.3,63.9,27.2,standard,sedentary,no_equipment,4,indian,0
build_muscle,Female,26,169.0,69.4,24.3,eggetarian,moderate,full_gym,3,indian,2
build_muscle,Female,51,158.9,48.0,19.0,vegetarian,active,no_equipment,4,indian,0
stay_active,Male,16,174.5,85.3,28.0,standard,light,no_equipment,4,western,5
stay_active,Male,25,171.4,93.8,31.9,vegetarian,sedentary,no_equipment,5,western,5
lose_weight,Male,19,166.1,69.1,25.0,eggetarian,moderate,full_gym,4,western,0
improve_stamina,Male,39,174.8,82.4,27.0,standard,light,dumbbells,5,indian,0
lose_weight,Female,17,154.0,71.4,30.1,vegetarian,moderate,no_equipment,3,indian,6
build_muscle,Male,28,175.6,71.9,23.3,standard,sedentary,full_gym,4,western,2
lose_weight,Female,32,154.3,55.5,23.3,vegetarian,light,dumbbells,4,indian,8
lose_weight,Female,21,172.1,58.4,19.7,jain,very_active,dumbbells,3,global,8
build_muscle,Female,45,158.4,52.7,21.0,standard,moderate,dumbbells,3,western,1
build_muscle,Female,23,149.1,69.5,31.3,standard,light,no_equipment,6,indian,0
build_muscle,Female,30,145.4,66.1,31.3,vegetarian,light,no_equipment,4,western,0
improve_stamina,Male,17,176.8,88.5,28.3,vegetarian,very_active,no_equipment,3,indian,0
lose_weight,Male,39,181.3,50.8,15.5,standard,very_active,full_gym,6,western,0
lose_weight,Female,36,159.5,55.2,21.7,eggetarian,light,full_gym,4,western,0
lose_weight,Male,27,166.5,63.2,22.8,standard,moderate,dumbbells,4,indian,1
lose_weight,Female,48,160.6,55.4,21.5,jain,active,full_gym,3,indian,0
stay_active,Male,30,168.7,72.5,25.5,vegetarian,active,no_equipment,6,global,0
lose_weight,Female,47,163.1,72.3,27.2,vegetarian,active,full_gym,4,indian,6
build_muscle,Female,63,157.3,47.2,19.1,standard,sedentary,dumbbells,5,indian,1
lose_weight,Male,46,178.7,70.6,22.1,vegan,moderate,no_equipment,4,indian,0
lose_weight,Female,29,153.6,62.3,26.4,eggetarian,active,full_gym,3,indian,0
build_muscle,Female,33,164.9,49.6,18.2,standard,light,dumbbells,5,indian,1
improve_stamina,Female,22,176.4,65.0,20.9,eggetarian,active,no_equipment,6,indian,0
lose_weight,Female,31,158.2,40.0,16.0,standard,active,no_equipment,3,indian,8
improve_stamina,Male,64,171.8,68.4,23.2,eggetarian,sedentary,full_gym,5,western,7
